longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;<1H OCEAN;INLAND;NEAR BAY;NEAR OCEAN;median_house_value
-1.349578;1.0226873;1.920057;-0.29971385;-0.45573416;-0.56590414;-0.4440544;-0.5742572;0;0;1;0;152500.0
-1.349578;1.0226873;1.920057;-0.6380453;-0.58418906;-0.69417334;-0.51711285;-0.99126583;0;0;1;0;155500.0
-1.3445956;1.0180361;1.7571998;-0.17455871;-0.1988244;-0.39163497;-0.2144422;-1.073483;0;0;1;0;158700.0
-1.349578;1.0180361;1.920057;-0.5119733;-0.57229507;-0.6570195;-0.5901713;-0.6836041;0;0;1;0;162900.0
-1.349578;1.0226873;0.942913;-0.856723;-0.8434776;-0.9055963;-0.8745773;-1.4767992;0;0;1;0;147500.0
-1.349578;1.0226873;1.1057703;-0.44962496;-0.40815827;-0.4455965;-0.35273135;-1.2502722;0;0;1;0;159800.0
-1.349578;1.0180361;1.920057;-0.084245294;0.0057519064;-0.3695196;-0.06049766;-1.2429483;0;0;1;0;113900.0
-1.349578;1.0180361;1.920057;-0.42716122;-0.4795221;-0.5128272;-0.45970976;-0.95280015;0;0;1;0;99700.0
-1.349578;1.0180361;1.920057;-0.18143538;-0.2416427;-0.37748113;-0.20661451;-0.68570584;0;0;1;0;132600.0
-1.3545642;1.0226873;0.04719759;-0.9557468;-0.9885841;-0.9869809;-0.9972111;-0.8106555;0;0;1;0;107500.0
-1.3545642;1.0226873;1.6757711;-0.6829728;-0.70075;-0.7304425;-0.68410355;-0.7750556;0;0;1;0;93800.0
-1.3545642;1.0226873;1.920057;-0.33088803;-0.2797034;-0.29255807;-0.27184525;-1.19009;0;0;1;0;105500.0
-1.3545642;1.0180361;1.7571998;-0.24653438;-0.11080901;-0.26690423;-0.07354381;-1.2955521;0;0;1;0;108900.0
-1.3545642;1.0180361;1.920057;-0.8668088;-0.90056866;-0.9179809;-0.9032788;-1.2668302;0;0;1;0;132000.0
-1.3545642;1.0180361;1.6757711;-0.32263604;-0.21785475;-0.50398105;-0.3214206;-1.1140501;0;0;1;0;122300.0
-1.3545642;1.0180361;1.920057;-0.21398488;-0.13697575;-0.23417348;-0.15703915;-1.0923337;0;0;1;0;115200.0
-1.349578;1.0180361;1.5943424;-0.31988537;-0.3082489;-0.35978884;-0.43361747;-1.1971589;0;0;1;0;110400.0
-1.349578;1.0133849;1.6757711;-0.44228986;-0.41053706;-0.6004041;-0.44927284;-1.4658455;0;0;1;0;104900.0
-1.349578;1.0133849;1.8386284;0.020738317;0.08425211;-0.23682733;0.09083766;-0.60272443;0;0;1;0;109700.0
-1.349578;1.0133849;1.6757711;-0.6440051;-0.6103558;-0.7631733;-0.61887276;-1.3950917;0;0;1;0;97200.0
-1.349578;1.0133849;1.5943424;-0.3767324;-0.25353667;-0.3942888;-0.33185753;-1.642762;0;0;1;0;104500.0
-1.3545642;1.0133849;1.920057;-0.5083057;-0.353446;-0.47036567;-0.25618985;-1.4433647;0;0;1;0;103900.0
-1.3445956;1.0133849;1.920057;-0.52710193;-0.49617365;-0.6579041;-0.50145745;-0.1252789;0;0;1;0;191400.0
-1.3445956;1.0133849;1.920057;-0.08607907;0.41966212;-0.04928891;0.5083144;-0.6922017;0;0;1;0;176000.0
-1.3445956;1.0133849;1.920057;-0.43770543;-0.284461;-0.43055803;-0.2770637;-1.0055312;0;0;1;0;155400.0
-1.3445956;1.0133849;1.8386284;-0.7719109;-0.54137075;-0.8100579;-0.6580112;-1.5230345;0;0;1;0;150000.0
-1.3445956;1.0180361;1.6757711;-0.87414384;-0.8006593;-0.8587117;-0.814565;-1.6887425;0;0;1;0;118800.0
-1.3445956;1.0180361;1.920057;-0.7654927;-0.8006593;-0.85428864;-0.79108196;0.18314685;0;0;1;0;188800.0
-1.3445956;1.0133849;1.920057;-0.5394799;-0.54137075;-0.6835579;-0.54581434;-0.42300564;0;0;1;0;184400.0
-1.3445956;1.0133849;1.920057;-0.4418314;-0.2820822;-0.63225025;-0.3109837;-0.63679576;0;0;1;0;182300.0
-1.3445956;1.0133849;1.7571998;-0.68526506;-0.515204;-0.722481;-0.5145036;-1.0512569;0;0;1;0;142500.0
-1.349578;1.0087321;1.187199;-0.7393614;-0.538992;-0.7737887;-0.6475743;-1.2367072;0;0;1;0;137500.0
-1.3445956;1.0087321;0.942913;-0.91494536;-0.81731087;-0.8932117;-0.8902327;-1.7361239;0;0;1;0;187500.0
-1.349578;1.0087321;0.942913;-0.7673265;-0.3891279;-0.64817333;-0.38926056;-1.211106;0;0;1;0;112500.0
-1.349578;1.0087321;-0.6042318;-0.79024863;-0.20358199;-0.6172118;-0.16486683;-1.7544652;0;0;1;0;171900.0
-1.349578;1.0087321;1.187199;-0.34464136;-0.1964456;-0.3288273;-0.24575295;-1.3833735;0;0;1;0;93800.0
-1.349578;1.0087321;1.0243417;0.27563304;0.7479357;0.4655571;0.5709359;-1.6341009;0;0;1;0;97500.0
-1.349578;1.0087321;1.920057;-0.45375094;-0.1964456;-0.23948117;-0.26401755;-1.5470437;0;0;1;0;104200.0
-1.3545642;1.0087321;1.920057;-0.66463506;-0.7221591;-0.6472887;-0.69975895;-1.3163134;0;0;1;0;87500.0
-1.3545642;1.0087321;1.920057;-0.7677849;-0.70312876;-0.7578656;-0.73367894;-1.4427279;0;0;1;0;83100.0
-1.3545642;1.0087321;1.920057;-0.6334609;-0.59608305;-0.7171733;-0.6319189;-1.3826092;0;0;1;0;87500.0
-1.3545642;1.0087321;1.920057;-0.5183915;-0.4842797;-0.6234041;-0.6710574;-1.8210796;0;0;1;0;85300.0
-1.3545642;1.0087321;1.920057;-0.56515276;-0.4700069;-0.3173273;-0.5145036;-1.5664037;0;0;1;0;80300.0
-1.3595504;1.0087321;-2.1513767;-1.1285801;-1.1788876;-1.1842501;-1.1589833;-0.7095876;0;0;1;0;60000.0
-1.3595504;1.0133849;1.920057;-0.6870988;-0.7792502;-0.7773271;-0.8197835;-0.18074845;0;0;1;0;75700.0
-1.3595504;1.0087321;1.6757711;-1.1391243;-1.2121907;-1.191327;-1.2476971;1.5549189;0;0;1;0;75000.0
-1.3595504;1.0040809;1.7571998;-0.852597;-0.82920486;-0.933904;-0.9893834;-1.767648;0;0;1;0;86100.0
-1.3645365;1.0040809;1.920057;-0.6398791;-0.7174015;-0.80651945;-0.89284194;-1.5830257;0;0;1;0;76100.0
-1.3645365;1.0040809;1.5943424;-0.8214228;-0.8482352;-0.9206348;-0.9606819;-0.6896542;0;0;1;0;73500.0
-1.3645365;1.0040809;1.920057;-0.7379861;-0.7840078;-0.73309636;-0.8197835;-1.598501;0;0;1;0;78400.0
-1.3645365;1.0040809;1.5943424;-0.5339786;-0.4390826;-0.5703272;-0.44144517;-1.828467;0;0;1;0;84400.0
-1.3595504;0.999428;1.920057;-0.73019254;-0.70075;-0.8321733;-0.9241527;-0.6797194;0;0;1;0;81300.0
-1.3645365;1.0040809;1.920057;-0.9387844;-1.0218872;-1.0250194;-1.0937526;-1.1623232;0;0;1;0;85000.0
-1.3595504;1.0040809;1.431485;0.08308666;0.2507677;0.3452494;0.28652987;-1.7172734;0;0;1;0;129200.0
-1.3595504;1.0040809;-0.19708845;-0.84892946;-0.91959906;-0.9206348;-0.97633725;-1.2130802;0;0;1;0;82500.0
-1.3595504;1.0040809;1.431485;-0.7723693;-0.5746739;-0.75255793;-0.5849528;-1.8775045;0;0;1;0;95200.0
-1.3595504;1.0040809;1.6757711;-0.81408775;-0.7959017;-0.77201945;-0.9111065;-1.2270272;0;0;1;0;75000.0
-1.3595504;1.0040809;1.431485;-1.1955129;-1.2716607;-1.2514808;-1.2894448;-2.0231516;0;0;1;0;67500.0
-1.3595504;1.0040809;-0.68566054;-0.8182137;-0.8981899;-1.0108656;-0.9606819;-0.760217;0;0;1;0;137500.0
-1.3545642;1.0040809;-0.92994654;-0.63391936;-0.18217283;-0.59332716;-0.16225761;-1.7530005;0;0;1;0;177500.0
-1.3545642;1.0040809;0.61719835;0.1348908;0.055706583;-0.17401963;0.02038846;-0.78352576;0;0;1;0;102100.0
-1.3545642;1.0040809;-0.7670892;-0.64767265;-0.70312876;-0.6295964;-0.7675989;-1.6339098;0;0;1;0;108300.0
-1.3595504;1.0040809;-0.44137445;-0.4010299;-0.3915067;-0.3350196;-0.45970976;-1.8303776;0;0;1;0;112500.0
-1.3545642;0.999428;0.78005564;-0.8874387;-0.862508;-0.9630963;-0.9032788;-1.0605549;0;0;1;0;131300.0
-1.3545642;1.0040809;-0.92994654;-0.77741224;-0.5937042;-0.7286733;-0.55364203;-1.3862394;0;0;1;0;162500.0
-1.349578;1.0040809;1.920057;-1.1047411;-1.1479633;-1.1055193;-1.1615926;-1.598501;0;0;1;0;112500.0
-1.3545642;1.0040809;1.920057;-1.0451434;-1.0504327;-1.0904809;-1.0807065;-1.3729929;0;0;1;0;112500.0
-1.3545642;1.0040809;1.920057;-1.024055;-0.8910535;-0.9613271;-0.9032788;-1.827257;0;0;1;0;137500.0
-1.3545642;1.0040809;0.53576964;-0.7664096;-0.8434776;-0.85428864;-0.86674964;-1.1895804;0;0;1;0;118800.0
-1.3545642;1.0040809;1.920057;-0.84663725;-0.9410082;-0.933904;-1.007648;-0.8077897;0;0;1;0;98200.0
-1.349578;1.0040809;0.942913;-0.79758376;-0.20833957;-0.75255793;-0.31620213;-1.7193112;0;0;1;0;118800.0
-1.349578;1.0040809;-1.4999473;-0.799876;-0.45335537;-0.78440404;-0.44666362;-1.8575075;0;0;1;0;162500.0
-1.349578;0.999428;-1.4999473;-1.1528777;-1.1812664;-1.156827;-1.2059494;-1.722368;0;0;1;0;137500.0
-1.349578;0.999428;-1.0113752;-0.74532115;-0.34868842;-0.5597118;-0.36316827;-1.0080786;0;0;1;0;162500.0
-1.3545642;0.999428;1.920057;-1.1024488;-1.0742207;-0.46771184;-1.0780972;-1.7894919;0;0;1;0;137500.0
-1.3545642;0.999428;1.920057;-1.1570036;-1.2074331;-1.0984424;-1.2189956;-1.8638759;0;0;1;0;162500.0
-1.349578;0.99477684;-0.11565976;-0.7173561;-0.45573416;-0.63225025;-0.51972204;-0.6631613;0;0;1;0;187500.0
-1.349578;0.999428;0.8614843;-0.41478324;0.20081304;-0.093519665;-0.089199185;-1.1648071;0;0;1;0;179200.0
-1.3445956;0.999428;0.61719835;1.2420324;4.6110973;1.8013259;4.753531;-1.0617013;0;0;1;0;130000.0
-1.3445956;1.0087321;0.21005493;0.90599316;1.8849993;0.54428786;1.7711815;-0.5363647;0;0;1;0;183800.0
-1.3445956;1.0040809;0.04719759;-1.0474356;-1.0266448;-1.0887116;-1.0702696;-1.0638665;0;0;1;0;125000.0
-1.3445956;1.0087321;-0.5228031;0.48697558;1.7398928;0.5230571;1.9538275;-1.5655122;0;0;1;0;170000.0
-1.3445956;1.0087321;0.698627;0.46451184;1.2998159;0.35851866;1.2493355;-0.6790826;0;0;1;0;193100.0
-1.3396094;1.0040809;0.04719759;0.93349975;2.0824392;0.77074933;1.9538275;-0.7549949;0;0;1;0;257800.0
-1.3396094;1.0040809;-0.03423108;1.46071;2.5320313;0.99986464;2.5983071;-0.29232433;0;0;1;0;273400.0
-1.3396094;1.0040809;0.8614843;-0.80950326;-0.7055076;-0.92328864;-0.7128051;-0.3513602;0;0;1;0;237500.0
-1.3396094;1.0040809;1.920057;-0.213068;0.386359;-0.47567338;0.29174834;-0.69876117;0;0;1;0;350000.0
-1.3445956;1.0040809;0.45434096;1.4905089;3.2718363;1.1113261;3.3602023;-0.53247994;0;0;1;0;335700.0
-1.3346232;1.0087321;1.920057;-0.5092226;-0.74594706;-0.67117333;-0.6710574;0.7985339;0;0;1;0;313400.0
-1.3346232;1.0040809;1.920057;-0.27220723;-0.13459696;-0.64021176;-0.11790071;-0.2572976;0;0;1;0;268500.0
-1.3396094;1.0040809;1.920057;-0.39507017;-0.18693043;-0.6605579;-0.20661451;-0.32327515;0;0;1;0;259400.0
-1.3346232;1.0087321;1.920057;0.3948284;0.50529873;0.009980301;0.56571746;0.1421976;0;0;1;0;275700.0
-1.3396094;1.0087321;-0.03423108;0.3288125;0.7526933;0.077211045;0.7848927;0.14620973;0;0;1;0;225000.0
-1.3396094;1.0087321;1.920057;-0.54819036;-0.5937042;-0.7808656;-0.6475743;0.90113014;0;0;1;0;262500.0
-1.3396094;1.0087321;0.2914836;0.54519796;1.3307402;0.33021095;1.3589232;-0.658385;0;0;1;0;218500.0
-1.3396094;1.0087321;-0.19708845;0.6139645;1.5638621;0.2797879;1.867723;-0.41612774;0;0;1;0;255000.0
-1.3396094;1.0133849;1.920057;-0.11175192;0.0485702;-0.43675035;0.046480753;-0.3364579;0;0;1;0;224100.0
-1.3396094;1.0133849;0.53576964;-0.46154448;-0.26305184;-0.6702887;-0.20661451;-0.13024639;0;0;1;0;243100.0
-1.3396094;1.0133849;1.920057;-0.6146647;-0.5984618;-0.79501945;-0.5484236;-0.3399606;0;0;1;0;231600.0
-1.3396094;1.0133849;-0.03423108;1.1012902;2.881714;0.99544156;3.0262208;-0.7981733;0;0;1;0;218500.0
-1.3396094;1.0133849;0.04719759;0.719865;1.3473918;0.31251866;1.3980616;-0.37384096;0;0;1;0;234100.0
-1.3296409;1.0180361;1.7571998;-0.04802824;-0.33203685;-0.40932727;-0.33446676;1.3901662;0;0;1;0;327600.0
-1.3296409;1.0180361;1.5129137;0.25454462;-0.2012032;-0.29609653;-0.04223305;1.0253792;0;0;1;0;347600.0
-1.3346232;1.0133849;1.0243417;-0.020063175;-0.3153853;-0.5650195;-0.32663906;1.4515582;0;0;1;0;366100.0
-1.3346232;1.0226873;0.698627;-1.047894;-1.1527209;-1.1807116;-1.1850756;0.8199957;0;0;1;0;335000.0
-1.3296409;1.0226873;1.920057;0.08262822;-0.30349135;-0.3288273;-0.25618985;1.6982735;0;0;1;0;373600.0
-1.3346232;1.0180361;1.920057;0.4168337;0.08425211;-0.22621194;0.14041302;0.95564437;0;0;1;0;389500.0
-1.3346232;1.0226873;1.920057;-0.003559201;-0.41291586;-0.47036567;-0.35012212;2.2663426;0;0;1;0;391100.0
-1.3246547;1.0226873;-0.03423108;1.2227777;1.2118006;0.52924937;1.186714;1.1337708;0;0;1;0;337300.0
-1.3246547;1.0180361;1.7571998;0.14451812;-0.1560061;-0.35536575;-0.05788843;2.4348528;0;0;1;0;295200.0
-1.3196685;1.0180361;1.2686276;0.3686971;0.13896438;-0.0660966;0.25000066;1.4919347;0;0;1;0;292300.0
-1.3196685;1.0133849;0.942913;1.0870785;0.32213154;0.16213411;0.39872676;2.4694972;0;0;1;0;411500.0
-1.3146824;1.0180361;0.12862627;-0.18739514;-0.45811296;-0.23682733;-0.41274363;1.5219938;0;0;1;0;311500.0
-1.3196685;1.0180361;0.45434096;0.19173782;-0.115566604;-0.2589427;-0.013531524;2.1513276;0;0;1;0;325900.0
-1.3097;1.0180361;-0.8485179;-0.45971072;-0.78162897;-0.79590404;-0.80151886;5.047015;0;0;1;0;392600.0
-1.3146824;1.0180361;0.53576964;0.11242706;-0.18693043;-0.31909654;-0.15182069;2.4273381;0;0;1;0;319300.0
-1.3196685;1.0133849;0.45434096;1.1210033;0.5933141;0.17186487;0.6909604;2.0512152;0;0;1;0;333300.0
-1.3097;1.0133849;-0.03423108;-0.59311783;-0.8434776;-0.8578271;-0.8119558;2.8837674;0;0;1;0;335200.0
-1.3146824;1.0133849;-0.19708845;-0.47254714;-0.75070465;-0.7879425;-0.757162;3.0086536;0;0;1;0;351200.0
-1.3097;1.0133849;0.04719759;-0.37994152;-0.63652253;-0.68267334;-0.6058266;2.023321;0;0;1;0;368900.0
-1.3097;1.0087321;0.2914836;-0.35977;-0.6531741;-0.7056733;-0.621482;2.9551585;0;0;1;0;365900.0
-1.3146824;1.0087321;0.04719759;-0.6375869;-0.850614;-0.89586556;-0.848485;2.1275733;0;0;1;0;366700.0
-1.3146824;1.0087321;0.8614843;0.52731866;-0.010899653;-0.1483658;-0.0030946059;1.6898673;0;0;1;0;362800.0
-1.3047138;1.0040809;0.12862627;-1.0671487;-1.1907816;-0.23682733;-1.1720295;1.7103738;0;0;1;0;483300.0
-1.3196685;1.0087321;1.920057;-0.11221036;-0.48903728;-0.5482118;-0.39447904;2.1513915;0;0;1;0;331400.0
-1.3146824;1.0040809;1.3500564;0.15781298;-0.24402149;-0.32351962;-0.19617759;1.9795696;0;0;1;0;323500.0
-1.3196685;0.999428;1.7571998;0.09775686;0.15799473;-0.15278888;0.13258533;-0.49917278;0;0;1;0;216700.0
-1.3196685;0.999428;0.78005564;-0.16768207;-0.008520859;-0.42613494;-0.03701459;-0.37925425;0;0;1;0;233100.0
-1.3196685;1.0040809;1.920057;-0.56423587;-0.7768714;-0.8162502;-0.723242;0.99570215;0;0;1;0;296400.0
-1.3246547;1.0040809;1.920057;-0.29742163;-0.4842797;-0.5906733;-0.50406665;1.8118236;0;0;1;0;273700.0
-1.3246547;0.999428;1.920057;-0.20023157;-0.17503646;-0.26867348;-0.10746379;-0.2633477;0;0;1;0;227700.0
-1.3246547;0.999428;1.920057;-0.15301186;-0.17741525;-0.3182119;-0.15703915;-0.41198823;0;0;1;0;199600.0
-1.3246547;0.999428;1.920057;0.046411168;0.0057519064;-0.219135;0.036043838;0.55156386;0;0;1;0;239800.0
-1.3246547;1.0040809;1.920057;-0.27312413;-0.47476453;-0.5986349;-0.42057133;0.25173554;0;0;1;0;270100.0
-1.3246547;1.0040809;1.920057;0.14864412;-0.006142065;-0.35271192;0.051699214;1.0662014;0;0;1;0;302100.0
-1.3296409;0.999428;1.920057;-0.26899812;-0.12508178;-0.5712118;-0.11007302;-0.32887945;0;0;1;0;269500.0
-1.3296409;1.0040809;1.920057;-0.54406434;-0.7364319;-0.72601944;-0.7519435;0.6967654;0;0;1;0;314700.0
-1.3246547;1.0040809;1.920057;0.14085057;-0.32490048;-0.3642119;-0.31620213;2.8528802;0;0;1;0;390100.0
-1.3296409;1.0040809;1.920057;-0.139717;-0.5865678;-0.5057503;-0.63452816;3.3132584;0;0;1;0;410300.0
-1.3346232;1.0040809;1.920057;-0.061781555;-0.53661317;-0.42436573;-0.45449132;2.0266964;0;0;1;0;352400.0
-1.3346232;1.0040809;1.920057;-0.5179331;-0.71502274;-0.7065579;-0.6397466;1.4988126;0;0;1;0;287300.0
-1.3296409;1.0040809;1.920057;0.08904643;-0.41291586;-0.49071184;-0.38926056;2.4399474;0;0;1;0;348700.0
-1.3346232;1.0040809;1.920057;-0.2414915;0.027161054;-0.45532724;-0.04745151;-0.5916432;0;0;1;0;243800.0
-1.3346232;0.999428;1.920057;-0.7939162;-0.88153833;-0.9489425;-0.85109425;-0.94401157;0;0;1;0;211500.0
-1.3396094;0.999428;1.920057;-0.24424216;-0.06799072;-0.20851962;-0.03440536;-0.42147726;0;0;1;0;218400.0
-1.3346232;1.0040809;1.920057;-0.04894513;-0.08702107;-0.3403273;0.043871526;-0.001093455;0;0;1;0;269900.0
-1.3396094;1.0040809;1.431485;0.28067592;0.7051174;-0.05282737;0.6413851;-0.28767538;0;0;1;0;218800.0
-1.3396094;0.999428;1.1057703;0.68777394;1.2522401;0.24971099;1.3406585;-0.47267988;0;0;1;0;225000.0
-1.3396094;0.999428;1.187199;-0.117253244;0.6028293;-0.06521198;0.57615435;-0.9768093;0;0;1;0;250000.0
-1.3396094;0.999428;1.0243417;-0.5266435;-0.16552128;-0.32794267;-0.23009758;-1.3148485;0;0;1;0;171400.0
-1.3396094;0.999428;0.04719759;-0.06957509;0.77410245;-0.23682733;0.70922506;-1.454446;0;0;1;0;193800.0
-1.3346232;0.99477684;-0.11565976;-0.45283407;-0.11080901;-0.23151964;-0.1883499;-0.86574286;0;0;1;0;125000.0
-1.3396094;0.99477684;1.3500564;-0.38223374;-0.029930007;0.03740337;-0.10746379;-1.2097049;0;0;1;0;97500.0
-1.3396094;0.99477684;0.04719759;-0.91265315;-0.83396244;-0.6110195;-0.7963004;-0.656538;0;0;1;0;125000.0
-1.3396094;0.99477684;1.920057;-0.5871581;-0.35106722;-0.3067119;-0.36055905;-0.95254534;0;0;1;0;138800.0
-1.3396094;0.999428;0.61719835;-0.43174565;0.16037352;0.18778795;0.109102264;-0.9211488;0;0;1;0;116700.0
-1.3396094;0.999428;1.187199;-0.12642212;0.25790408;0.24528791;0.37263447;-1.2904572;0;0;1;0;151800.0
-1.3346232;0.999428;1.920057;-0.74440426;-0.73881066;-0.62075025;-0.7128051;-0.89605683;0;0;1;0;127000.0
-1.3346232;0.999428;1.920057;-0.47163025;-0.39388552;-0.27840424;-0.40230674;-0.9682755;0;0;1;0;128600.0
-1.3346232;0.999428;1.920057;-0.47392246;-0.33441564;-0.37748113;-0.43361747;-0.9819678;0;0;1;0;140600.0
-1.3346232;0.999428;1.5129137;-0.26303837;0.11755523;-0.19436578;0.1378038;-0.6671098;0;0;1;0;182700.0
-1.3296409;0.999428;1.920057;-0.6545493;-0.5937042;-0.58448106;-0.63713735;-0.82371086;0;0;1;0;146900.0
-1.3346232;0.999428;1.920057;-0.3744402;-0.2820822;-0.09882736;-0.26140833;-0.45835078;0;0;1;0;122800.0
-1.3346232;0.999428;1.6757711;0.100049086;0.50054115;0.048018754;0.45873904;-0.7342337;0;0;1;0;169300.0
-1.3296409;0.999428;1.920057;-0.8420528;-0.8434776;-0.8357117;-0.8223927;-1.107618;0;0;1;0;126600.0
-1.3296409;0.999428;1.8386284;-0.4720887;-0.29635498;-0.4279042;-0.2848914;-1.1297166;0;0;1;0;127900.0
-1.3296409;0.999428;1.7571998;-0.40057147;-0.13935454;-0.25098115;-0.22487912;-0.90860283;0;0;1;0;123500.0
-1.3296409;0.999428;1.920057;-0.6270427;-0.5699163;-0.5207887;-0.57712513;-0.81759715;0;0;1;0;111900.0
-1.3296409;0.99477684;1.187199;1.5326858;1.9159236;2.5957103;1.9042522;-0.9457311;0;0;1;0;112800.0
-1.3296409;0.99477684;1.920057;-0.38360906;-0.34155205;0.20017256;-0.2327068;-0.4719157;0;0;1;0;107900.0
-1.3296409;0.99477684;0.12862627;-0.74302894;-0.6531741;-0.37305805;-0.621482;-1.1407979;0;0;1;0;137500.0
-1.3346232;0.99477684;0.8614843;-0.5275604;-0.25591546;0.027672604;-0.29271907;-0.9634992;0;0;1;0;105500.0
-1.3346232;0.99477684;1.5129137;-0.5720294;-0.34155205;-0.17313503;-0.51711285;-0.9882089;0;0;1;0;95500.0
-1.3346232;0.99477684;1.920057;-0.89202315;-0.8529928;-0.6950579;-0.86935884;-0.19214803;0;0;1;0;116100.0
-1.3346232;0.99477684;1.187199;-0.45558473;-0.38674912;-0.1315581;-0.3762144;-0.9059281;0;0;1;0;112200.0
-1.3396094;0.99477684;1.8386284;-1.1207865;-1.1788876;-1.0657116;-1.1642017;-1.0041301;0;0;1;0;75000.0
-1.3396094;0.99477684;0.8614843;-0.98967165;-0.9743113;-0.93036556;-0.9867742;-1.3225545;0;0;1;0;112500.0
-1.3396094;0.99477684;1.920057;-0.787498;-0.7174015;-0.23682733;-0.7154143;-0.03293586;0;0;1;0;125000.0
-1.3445956;0.999428;-0.68566054;-0.113127254;0.57190496;0.20017256;0.45612982;-1.2633913;0;0;1;0;115000.0
-1.3246547;0.9854728;1.920057;-1.0217627;-0.9766901;-0.80740404;-0.94763577;-1.292559;0;0;1;0;95000.0
-1.3246547;0.9854728;1.920057;-0.67976373;-0.5651587;-0.5013272;-0.6319189;-0.6920743;0;0;1;0;96400.0
-1.3296409;0.9854728;1.920057;-0.848471;-0.79114413;-0.72601944;-0.8302204;-0.7048113;0;0;1;0;72000.0
-1.3296409;0.9901239;1.920057;-0.9846288;-0.9338718;-0.90028864;-0.9789465;-0.658385;0;0;1;0;71300.0
-1.3296409;0.9901239;1.920057;-0.8058357;-0.769735;-0.3880965;-0.7519435;-0.4145992;0;0;1;0;80800.0
-1.3246547;0.9901239;1.7571998;-0.32080227;-0.02041483;-0.23682733;-0.06310689;-1.3934995;0;0;1;0;128800.0
-1.3296409;0.9901239;1.187199;-0.55002415;-0.1583849;-0.23682733;-0.16486683;-1.1099744;0;0;1;0;112500.0
-1.3296409;0.9901239;1.920057;-0.7489887;-0.66744685;-0.3757119;-0.64235586;-1.3961742;0;0;1;0;119400.0
-1.3296409;0.9901239;1.2686276;-0.1282559;0.6813295;1.2210184;0.65182203;-1.3219813;0;0;1;0;118100.0
-1.3296409;0.99477684;1.5943424;-0.42349365;-0.33917326;0.042711064;-0.41274363;-1.0439332;0;0;1;0;122500.0
-1.3296409;0.99477684;1.6757711;-0.66234285;-0.7649774;-0.50751954;-0.73628813;-0.8812183;0;0;1;0;106300.0
-1.3246547;0.99477684;0.698627;-0.12688057;0.08425211;0.15505719;0.05691767;-0.9726698;0;0;1;0;132500.0
-1.3296409;0.99477684;0.12862627;-0.92136353;-0.9362506;-0.23682733;-0.94241726;-1.3099449;0;0;1;0;122700.0
-1.3296409;0.99477684;0.942913;-0.77466154;-0.8077957;-0.76848096;-0.8276112;-1.4957137;0;0;1;0;113300.0
-1.3246547;0.99477684;1.2686276;-0.5193084;-0.53423434;-0.4172888;-0.5979989;-0.10260712;0;0;1;0;109500.0
-1.3246547;0.99477684;1.920057;0.3686971;0.36019227;-0.23682733;0.47961286;0.14525437;0;0;1;0;164700.0
-1.3196685;0.99477684;1.920057;-0.8516801;-0.82920486;-0.73663485;-0.79890966;-0.37409574;0;0;1;0;125000.0
-1.3246547;0.99477684;1.431485;-0.11633636;0.08663091;0.18955718;0.06735459;-0.6830311;0;0;1;0;124700.0
