longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;<1H OCEAN;INLAND;NEAR BAY;NEAR OCEAN;median_house_value
-1.34;1.005;0.943;-0.0;-0.0;-0.0;-0.0;-1.736;0;0;1;0;187500.0
-1.34;1.005;0.943;-0.0;-0.0;-0.0;-0.0;-1.211;0;0;1;0;112500.0
-1.34;1.005;-0.6045;-0.0;-0.0;-0.0;-0.0;-1.754;0;0;1;0;171900.0
-1.34;1.005;1.1875;-0.0;-0.0;-0.0;-0.0;-1.383;0;0;1;0;93800.0
-1.34;1.005;1.024;0.0;0.0;0.0;0.0;-1.634;0;0;1;0;97500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.547;0;0;1;0;104200.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.315;0;0;1;0;87500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.442;0;0;1;0;83100.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.382;0;0;1;0;87500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.821;0;0;1;0;85300.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.565;0;0;1;0;80300.0
-1.371;1.005;-2.152;-0.0;-0.0;-0.0;-0.0;-0.7095;0;0;1;0;60000.0
-1.371;1.02;1.92;-0.0;-0.0;-0.0;-0.0;-0.1809;0;0;1;0;75700.0
-1.371;1.005;1.676;-0.0;-0.0;-0.0;-0.0;1.555;0;0;1;0;75000.0
-1.371;1.005;1.757;-0.0;-0.0;-0.0;-0.0;-1.768;0;0;1;0;86100.0
-1.371;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.582;0;0;1;0;76100.0
-1.371;1.005;1.594;-0.0;-0.0;-0.0;-0.0;-0.6895;0;0;1;0;73500.0
-1.371;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.599;0;0;1;0;78400.0
-1.371;1.005;1.594;-0.0;-0.0;-0.0;-0.0;-1.828;0;0;1;0;84400.0
-1.371;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.6797;0;0;1;0;81300.0
-1.371;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.162;0;0;1;0;85000.0
-1.371;1.005;1.432;0.0;0.0;0.0;0.0;-1.718;0;0;1;0;129200.0
-1.371;1.005;-0.197;-0.0;-0.0;-0.0;-0.0;-1.213;0;0;1;0;82500.0
-1.371;1.005;1.432;-0.0;-0.0;-0.0;-0.0;-1.877;0;0;1;0;95200.0
-1.371;1.005;1.676;-0.0;-0.0;-0.0;-0.0;-1.227;0;0;1;0;75000.0
-1.371;1.005;1.432;-0.0;-0.0;-0.0;-0.0;-2.021;0;0;1;0;67500.0
-1.371;1.005;-0.6855;-0.0;-0.0;-0.0;-0.0;-0.7607;0;0;1;0;137500.0
-1.34;1.005;-0.93;-0.0;-0.0;-0.0;-0.0;-1.752;0;0;1;0;177500.0
-1.34;1.005;0.617;0.0;0.0;-0.0;0.0;-0.7827;0;0;1;0;102100.0
-1.34;1.005;-0.767;-0.0;-0.0;-0.0;-0.0;-1.633;0;0;1;0;108300.0
-1.371;1.005;-0.4414;-0.0;-0.0;-0.0;-0.0;-1.829;0;0;1;0;112500.0
-1.34;1.005;0.78;-0.0;-0.0;-0.0;-0.0;-1.061;0;0;1;0;131300.0
-1.34;1.005;-0.93;-0.0;-0.0;-0.0;-0.0;-1.386;0;0;1;0;162500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.599;0;0;1;0;112500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.373;0;0;1;0;112500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.827;0;0;1;0;137500.0
-1.34;1.005;0.5356;-0.0;-0.0;-0.0;-0.0;-1.189;0;0;1;0;118800.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.8076;0;0;1;0;98200.0
-1.34;1.005;0.943;-0.0;-0.0;-0.0;-0.0;-1.719;0;0;1;0;118800.0
-1.34;1.005;-1.5;-0.0;-0.0;-0.0;-0.0;-1.856;0;0;1;0;162500.0
-1.34;1.005;-1.5;-0.0;-0.0;-0.0;-0.0;-1.723;0;0;1;0;137500.0
-1.34;1.005;-1.012;-0.0;-0.0;-0.0;-0.0;-1.008;0;0;1;0;162500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.79;0;0;1;0;137500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.863;0;0;1;0;162500.0
-1.34;0.99;-0.1156;-0.0;-0.0;-0.0;-0.0;-0.6636;0;0;1;0;187500.0
-1.34;1.005;0.8613;-0.0;0.0;-0.0;-0.0;-1.165;0;0;1;0;179200.0
-1.34;1.005;0.617;0.0;0.0;0.0;0.0;-1.062;0;0;1;0;130000.0
-1.34;1.005;0.2101;0.0;0.0;0.0;0.0;-0.5366;0;0;1;0;183800.0
-1.34;1.005;0.04718;-0.0;-0.0;-0.0;-0.0;-1.064;0;0;1;0;125000.0
-1.34;1.005;-0.523;0.0;0.0;0.0;0.0;-1.564;0;0;1;0;170000.0
-1.34;1.005;0.6987;0.0;0.0;0.0;0.0;-0.678;0;0;1;0;193100.0
-1.34;1.005;0.04718;0.0;0.0;0.0;0.0;-0.7554;0;0;1;0;257800.0
-1.34;1.005;-0.03424;0.0;0.0;0.0;0.0;-0.293;0;0;1;0;273400.0
-1.34;1.005;0.8613;-0.0;-0.0;-0.0;-0.0;-0.3513;0;0;1;0;237500.0
-1.34;1.005;1.92;-0.0;0.0;-0.0;0.0;-0.698;0;0;1;0;350000.0
-1.34;1.005;0.454;0.0;0.0;0.0;0.0;-0.5327;0;0;1;0;335700.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;0.798;0;0;1;0;313400.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.2568;0;0;1;0;268500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.3228;0;0;1;0;259400.0
-1.34;1.005;1.92;0.0;0.0;0.0;0.0;0.1425;0;0;1;0;275700.0
-1.34;1.005;-0.03424;0.0;0.0;0.0;0.0;0.1461;0;0;1;0;225000.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;0.9;0;0;1;0;262500.0
-1.34;1.005;0.2915;0.0;0.0;0.0;0.0;-0.6587;0;0;1;0;218500.0
-1.34;1.005;-0.197;0.0;0.0;0.0;0.0;-0.416;0;0;1;0;255000.0
-1.34;1.02;1.92;-0.0;0.0;-0.0;0.0;-0.3364;0;0;1;0;224100.0
-1.34;1.02;0.5356;-0.0;-0.0;-0.0;-0.0;-0.13;0;0;1;0;243100.0
-1.34;1.02;1.92;-0.0;-0.0;-0.0;-0.0;-0.34;0;0;1;0;231600.0
-1.34;1.02;-0.03424;0.0;0.0;0.0;0.0;-0.798;0;0;1;0;218500.0
-1.34;1.02;0.04718;0.0;0.0;0.0;0.0;-0.3738;0;0;1;0;234100.0
-1.34;1.02;1.757;-0.0;-0.0;-0.0;-0.0;1.391;0;0;1;0;327600.0
-1.34;1.02;1.513;0.0;-0.0;-0.0;-0.0;1.024;0;0;1;0;347600.0
-1.34;1.02;1.024;-0.0;-0.0;-0.0;-0.0;1.453;0;0;1;0;366100.0
-1.34;1.02;0.6987;-0.0;-0.0;-0.0;-0.0;0.8203;0;0;1;0;335000.0
-1.34;1.02;1.92;0.0;-0.0;-0.0;-0.0;1.699;0;0;1;0;373600.0
-1.34;1.02;1.92;0.0;0.0;-0.0;0.0;0.9546;0;0;1;0;389500.0
-1.34;1.02;1.92;-0.0;-0.0;-0.0;-0.0;2.266;0;0;1;0;391100.0
-1.34;1.02;-0.03424;0.0;0.0;0.0;0.0;1.134;0;0;1;0;337300.0
-1.34;1.02;1.757;0.0;-0.0;-0.0;-0.0;2.436;0;0;1;0;295200.0
-1.309;1.02;1.269;0.0;0.0;-0.0;0.0;1.492;0;0;1;0;292300.0
-1.309;1.02;0.943;0.0;0.0;0.0;0.0;2.47;0;0;1;0;411500.0
-1.309;1.02;0.1287;-0.0;-0.0;-0.0;-0.0;1.522;0;0;1;0;311500.0
-1.309;1.02;0.454;0.0;-0.0;-0.0;-0.0;2.152;0;0;1;0;325900.0
-1.309;1.02;-0.8486;-0.0;-0.0;-0.0;-0.0;5.047;0;0;1;0;392600.0
-1.309;1.02;0.5356;0.0;-0.0;-0.0;-0.0;2.428;0;0;1;0;319300.0
-1.309;1.02;0.454;0.0;0.0;0.0;0.0;2.053;0;0;1;0;333300.0
-1.309;1.02;-0.03424;-0.0;-0.0;-0.0;-0.0;2.883;0;0;1;0;335200.0
-1.309;1.02;-0.197;-0.0;-0.0;-0.0;-0.0;3.008;0;0;1;0;351200.0
-1.309;1.02;0.04718;-0.0;-0.0;-0.0;-0.0;2.025;0;0;1;0;368900.0
-1.309;1.005;0.2915;-0.0;-0.0;-0.0;-0.0;2.957;0;0;1;0;365900.0
-1.309;1.005;0.04718;-0.0;-0.0;-0.0;-0.0;2.127;0;0;1;0;366700.0
-1.309;1.005;0.8613;0.0;-0.0;-0.0;-0.0;1.691;0;0;1;0;362800.0
-1.309;1.005;0.1287;-0.0;-0.0;-0.0;-0.0;1.711;0;0;1;0;483300.0
-1.309;1.005;1.92;-0.0;-0.0;-0.0;-0.0;2.152;0;0;1;0;331400.0
-1.309;1.005;1.35;0.0;-0.0;-0.0;-0.0;1.98;0;0;1;0;323500.0
-1.309;1.005;1.757;0.0;0.0;-0.0;0.0;-0.4993;0;0;1;0;216700.0
-1.309;1.005;0.78;-0.0;-0.0;-0.0;-0.0;-0.3787;0;0;1;0;233100.0
-1.309;1.005;1.92;-0.0;-0.0;-0.0;-0.0;0.994;0;0;1;0;296400.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;1.813;0;0;1;0;273700.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.263;0;0;1;0;227700.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.4124;0;0;1;0;199600.0
-1.34;1.005;1.92;0.0;0.0;-0.0;0.0;0.552;0;0;1;0;239800.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;0.2505;0;0;1;0;270100.0
-1.34;1.005;1.92;0.0;-0.0;-0.0;0.0;1.066;0;0;1;0;302100.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.3289;0;0;1;0;269500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;0.696;0;0;1;0;314700.0
-1.34;1.005;1.92;0.0;-0.0;-0.0;-0.0;2.854;0;0;1;0;390100.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;3.316;0;0;1;0;410300.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;2.027;0;0;1;0;352400.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;1.5;0;0;1;0;287300.0
-1.34;1.005;1.92;0.0;-0.0;-0.0;-0.0;2.44;0;0;1;0;348700.0
-1.34;1.005;1.92;-0.0;0.0;-0.0;-0.0;-0.5913;0;0;1;0;243800.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.9434;0;0;1;0;211500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.421;0;0;1;0;218400.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;0.0;-0.0006;0;0;1;0;269900.0
-1.34;1.005;1.432;0.0;0.0;-0.0;0.0;-0.2878;0;0;1;0;218800.0
-1.34;1.005;1.105;0.0;0.0;0.0;0.0;-0.4731;0;0;1;0;225000.0
-1.34;1.005;1.1875;-0.0;0.0;-0.0;0.0;-0.977;0;0;1;0;250000.0
-1.34;1.005;1.024;-0.0;-0.0;-0.0;-0.0;-1.314;0;0;1;0;171400.0
-1.34;1.005;0.04718;-0.0;0.0;-0.0;0.0;-1.454;0;0;1;0;193800.0
-1.34;0.99;-0.1156;-0.0;-0.0;-0.0;-0.0;-0.866;0;0;1;0;125000.0
-1.34;0.99;1.35;-0.0;-0.0;0.0;-0.0;-1.21;0;0;1;0;97500.0
-1.34;0.99;0.04718;-0.0;-0.0;-0.0;-0.0;-0.6562;0;0;1;0;125000.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.952;0;0;1;0;138800.0
-1.34;1.005;0.617;-0.0;0.0;0.0;0.0;-0.921;0;0;1;0;116700.0
-1.34;1.005;1.1875;-0.0;0.0;0.0;0.0;-1.29;0;0;1;0;151800.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.896;0;0;1;0;127000.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.9683;0;0;1;0;128600.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.982;0;0;1;0;140600.0
-1.34;1.005;1.513;-0.0;0.0;-0.0;0.0;-0.6675;0;0;1;0;182700.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.8237;0;0;1;0;146900.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.4583;0;0;1;0;122800.0
-1.34;1.005;1.676;0.0;0.0;0.0;0.0;-0.7344;0;0;1;0;169300.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-1.107;0;0;1;0;126600.0
-1.34;1.005;1.839;-0.0;-0.0;-0.0;-0.0;-1.13;0;0;1;0;127900.0
-1.34;1.005;1.757;-0.0;-0.0;-0.0;-0.0;-0.9087;0;0;1;0;123500.0
-1.34;1.005;1.92;-0.0;-0.0;-0.0;-0.0;-0.818;0;0;1;0;111900.0
-1.34;0.99;1.1875;0.0;0.0;0.0;0.0;-0.946;0;0;1;0;112800.0
-1.34;0.99;1.92;-0.0;-0.0;0.0;-0.0;-0.472;0;0;1;0;107900.0
-1.34;0.99;0.1287;-0.0;-0.0;-0.0;-0.0;-1.141;0;0;1;0;137500.0
-1.34;0.99;0.8613;-0.0;-0.0;0.0;-0.0;-0.9634;0;0;1;0;105500.0
-1.34;0.99;1.513;-0.0;-0.0;-0.0;-0.0;-0.9883;0;0;1;0;95500.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.1921;0;0;1;0;116100.0
-1.34;0.99;1.1875;-0.0;-0.0;-0.0;-0.0;-0.9062;0;0;1;0;112200.0
-1.34;0.99;1.839;-0.0;-0.0;-0.0;-0.0;-1.004;0;0;1;0;75000.0
-1.34;0.99;0.8613;-0.0;-0.0;-0.0;-0.0;-1.322;0;0;1;0;112500.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.03293;0;0;1;0;125000.0
-1.34;1.005;-0.6855;-0.0;0.0;0.0;0.0;-1.263;0;0;1;0;115000.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-1.292;0;0;1;0;95000.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.692;0;0;1;0;96400.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.7046;0;0;1;0;72000.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.6587;0;0;1;0;71300.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.4148;0;0;1;0;80800.0
-1.34;0.99;1.757;-0.0;-0.0;-0.0;-0.0;-1.393;0;0;1;0;128800.0
-1.34;0.99;1.1875;-0.0;-0.0;-0.0;-0.0;-1.11;0;0;1;0;112500.0
-1.34;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-1.3955;0;0;1;0;119400.0
-1.34;0.99;1.269;-0.0;0.0;0.0;0.0;-1.322;0;0;1;0;118100.0
-1.34;0.99;1.594;-0.0;-0.0;0.0;-0.0;-1.044;0;0;1;0;122500.0
-1.34;0.99;1.676;-0.0;-0.0;-0.0;-0.0;-0.8813;0;0;1;0;106300.0
-1.34;0.99;0.6987;-0.0;0.0;0.0;0.0;-0.973;0;0;1;0;132500.0
-1.34;0.99;0.1287;-0.0;-0.0;-0.0;-0.0;-1.31;0;0;1;0;122700.0
-1.34;0.99;0.943;-0.0;-0.0;-0.0;-0.0;-1.495;0;0;1;0;113300.0
-1.34;0.99;1.269;-0.0;-0.0;-0.0;-0.0;-0.1026;0;0;1;0;109500.0
-1.34;0.99;1.92;0.0;0.0;-0.0;0.0;0.1449;0;0;1;0;164700.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.3738;0;0;1;0;125000.0
-1.34;0.99;1.432;-0.0;0.0;0.0;0.0;-0.6836;0;0;1;0;124700.0
-1.34;0.99;1.676;-0.0;-0.0;-0.0;-0.0;-0.7495;0;0;1;0;136700.0
-1.34;0.99;0.78;0.0;0.0;0.0;0.0;-0.56;0;0;1;0;141700.0
-1.309;0.99;0.04718;-0.0;-0.0;-0.0;-0.0;-0.538;0;0;1;0;150000.0
-1.309;0.99;1.513;-0.0;-0.0;-0.0;-0.0;-0.457;0;0;1;0;138800.0
-1.309;0.99;0.454;-0.0;0.0;0.0;0.0;-0.5356;0;0;1;0;139200.0
-1.309;0.99;0.5356;-0.0;-0.0;-0.0;-0.0;-0.5107;0;0;1;0;143800.0
-1.309;1.005;0.8613;-0.0;-0.0;-0.0;-0.0;-0.3875;0;0;1;0;156500.0
-1.309;1.005;0.8613;-0.0;-0.0;-0.0;-0.0;-0.3823;0;0;1;0;151000.0
-1.309;1.005;1.1875;0.0;-0.0;-0.0;-0.0;0.8154;0;0;1;0;273000.0
-1.309;1.005;1.92;-0.0;-0.0;-0.0;-0.0;0.698;0;0;1;0;217100.0
-1.309;1.005;1.92;0.0;0.0;0.0;0.0;-0.1213;0;0;1;0;187100.0
-1.309;1.005;1.024;-0.0;-0.0;-0.0;-0.0;0.9175;0;0;1;0;239600.0
-1.309;1.005;1.594;-0.0;-0.0;-0.0;-0.0;0.268;0;0;1;0;229700.0
-1.309;1.005;1.594;-0.0;-0.0;-0.0;-0.0;0.678;0;0;1;0;257300.0
-1.309;1.005;1.432;-0.0;-0.0;-0.0;-0.0;0.38;0;0;1;0;246900.0
-1.309;0.99;1.757;-0.0;-0.0;-0.0;-0.0;-0.441;0;0;1;0;179900.0
-1.309;0.99;0.943;-0.0;-0.0;-0.0;-0.0;0.3179;0;0;1;0;169600.0
-1.309;1.005;1.432;-0.0;-0.0;-0.0;-0.0;0.11005;0;0;1;0;203300.0
-1.309;1.005;1.92;-0.0;-0.0;-0.0;-0.0;0.2133;0;0;1;0;263400.0
-1.309;0.99;1.35;0.0;-0.0;-0.0;-0.0;0.6235;0;0;1;0;231800.0
-1.309;0.99;-0.03424;0.0;0.0;0.0;0.0;-0.4758;0;0;1;0;140500.0
-1.309;0.99;0.5356;-0.0;-0.0;-0.0;-0.0;-0.875;0;0;1;0;126000.0
-1.309;0.99;1.676;-0.0;-0.0;-0.0;-0.0;-0.6436;0;0;1;0;122000.0
-1.309;0.99;1.269;-0.0;-0.0;-0.0;-0.0;-0.6733;0;0;1;0;134700.0
-1.309;0.99;1.35;-0.0;-0.0;0.0;-0.0;-0.8027;0;0;1;0;139400.0
-1.309;0.99;1.35;-0.0;-0.0;-0.0;-0.0;-0.5713;0;0;1;0;115400.0
-1.309;0.99;1.432;-0.0;-0.0;-0.0;0.0;-0.6;0;0;1;0;137300.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-1.165;0;0;1;0;137000.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.6484;0;0;1;0;142600.0
-1.309;0.99;1.676;-0.0;-0.0;-0.0;-0.0;-0.3975;0;0;1;0;137500.0
-1.34;0.99;1.269;0.0;0.0;0.0;0.0;-0.819;0;0;1;0;111700.0
-1.309;0.99;1.1875;-0.0;-0.0;-0.0;-0.0;-1.247;0;0;1;0;126800.0
-1.309;0.99;1.513;-0.0;-0.0;-0.0;-0.0;-0.67;0;0;1;0;111300.0
-1.34;0.99;0.943;-0.0;-0.0;-0.0;-0.0;-0.5576;0;0;1;0;114800.0
-1.34;0.99;1.757;-0.0;-0.0;0.0;-0.0;-1.241;0;0;1;0;102300.0
-1.34;0.99;1.269;-0.0;-0.0;0.0;-0.0;-1.017;0;0;1;0;131900.0
-1.34;0.99;1.839;-0.0;-0.0;0.0;-0.0;-0.757;0;0;1;0;119100.0
-1.309;0.976;1.92;-0.0;-0.0;-0.0;-0.0;-1.224;0;0;1;0;80600.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;0.263;0;0;1;0;80600.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.637;0;0;1;0;88800.0
-1.309;0.99;1.676;-0.0;-0.0;0.0;-0.0;-0.7915;0;0;1;0;102400.0
-1.309;0.99;1.432;-0.0;-0.0;-0.0;-0.0;-0.8574;0;0;1;0;98700.0
-1.309;0.99;1.1875;-0.0;-0.0;-0.0;-0.0;-0.9023;0;0;1;0;100000.0
-1.309;0.99;1.105;-0.0;-0.0;-0.0;-0.0;-1.192;0;0;1;0;92300.0
-1.309;0.99;0.8613;0.0;0.0;0.0;0.0;-0.905;0;0;1;0;94800.0
-1.309;0.99;1.024;-0.0;-0.0;-0.0;-0.0;-1.031;0;0;1;0;102000.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.0877;0;0;1;0;158400.0
-1.309;0.99;0.8613;-0.0;-0.0;-0.0;-0.0;-0.3564;0;0;1;0;121600.0
-1.309;0.99;1.757;-0.0;-0.0;-0.0;-0.0;-0.723;0;0;1;0;129100.0
-1.309;0.99;1.1875;-0.0;-0.0;0.0;-0.0;-0.4956;0;0;1;0;121400.0
-1.309;0.99;1.269;-0.0;-0.0;-0.0;-0.0;-0.8687;0;0;1;0;102800.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.5107;0;0;1;0;160000.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.1947;0;0;1;0;143900.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.1051;0;0;1;0;151200.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;0.4048;0;0;1;0;164400.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;-0.2905;0;0;1;0;156500.0
-1.309;0.99;0.3728;-0.0;-0.0;-0.0;-0.0;0.1262;0;0;1;0;225000.0
-1.309;0.99;1.676;-0.0;-0.0;-0.0;-0.0;0.9917;0;0;1;0;174200.0
-1.309;0.99;1.92;-0.0;-0.0;-0.0;-0.0;0.03174;0;0;1;0;166900.0
-1.309;0.99;1.35;-0.0;-0.0;-0.0;-0.0;0.5815;0;0;1;0;163500.0
