longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,<1H OCEAN,INLAND,NEAR BAY,NEAR OCEAN,rooms_per_household,bedrooms_per_household,persons_per_household,income_per_person
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,0,0,1,0,5.830917874396135,1.173913043478261,3.4830917874396135,15.410540915395284
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,0,0,1,0,5.369230769230769,1.1507692307692308,3.243076923076923,7.614800759013283
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,0,0,1,0,4.412903225806452,1.135483870967742,2.2193548387096773,58.47093023255814
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,0,0,1,0,3.1972318339100347,1.0,2.1072664359861593,24.63054187192118
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,0,0,1,0,3.75,1.0,3.267857142857143,63.75409836065574
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,0,0,1,0,3.9080459770114944,1.1149425287356323,2.2988505747126435,76.04
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,0,0,1,0,2.490322580645161,1.0580645161290323,2.232258064516129,23.338150289017342
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,0,0,1,0,5.609467455621302,1.0887573964497042,2.7633136094674557,38.732334047109205
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,0,0,1,0,6.721739130434782,1.2434782608695651,3.2782608695652176,63.88063660477454
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,0,0,1,0,2.3157894736842106,1.186842105263158,1.5315789473684212,16.786941580756015
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,0,0,1,0,2.6515151515151514,1.0545454545454545,1.6545454545454545,13.91941391941392
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,0,0,1,0,2.6923076923076925,1.0769230769230769,3.2051282051282053,77.776
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,NEAR BAY,0,0,1,0,2.929411764705882,0.9176470588235294,4.658823529411765,31.3989898989899
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,NEAR BAY,0,0,1,0,2.74585635359116,1.0828729281767955,2.2099447513812156,26.1725
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,NEAR BAY,0,0,1,0,2.4431818181818183,0.9886363636363636,10.272727272727273,9.58849557522124
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,NEAR BAY,0,0,1,0,2.823529411764706,0.9117647058823529,5.617647058823529,39.26701570680628
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,NEAR BAY,0,0,1,0,3.493377483443709,1.1490066225165563,2.377483443708609,36.704735376044574
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,NEAR BAY,0,0,1,0,3.6723768736616704,1.3340471092077089,2.841541755888651,13.92388847023361
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,NEAR BAY,0,0,1,0,2.294016358157555,1.066293585880327,1.493327593628928,5.793023926203517
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,NEAR BAY,0,0,1,0,3.8949152542372882,1.1279661016949152,1.735593220338983,13.840332031249998
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,NEAR BAY,0,0,1,0,3.681318681318681,1.1758241758241759,2.21978021978022,99.31683168316833
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,NEAR BAY,0,0,1,0,2.9456,1.016,1.6192,6.020256916996048
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,NEAR BAY,0,0,1,0,3.7071428571428573,1.1071428571428572,1.8755102040816327,14.202393906420022
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,NEAR BAY,0,0,1,0,3.7248,1.1312,1.8432,10.8125
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,NEAR BAY,0,0,1,0,3.8784235136940546,1.070808283233133,1.7120908483633934,12.55442840421381
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,NEAR BAY,0,0,1,0,3.745614035087719,1.0614035087719298,1.706140350877193,80.33419023136247
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,NEAR BAY,0,0,1,0,3.5154975530179446,1.1435562805872757,1.4600326264274062,28.821229050279328
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,NEAR BAY,0,0,1,0,3.281721632196758,1.0698714365567357,1.5030743432084963,10.563778356266269
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,NEAR BAY,0,0,1,0,6.184426229508197,0.9221311475409836,2.762295081967213,73.15430267062314
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,NEAR BAY,0,0,1,0,4.442982456140351,1.0570175438596492,1.5548245614035088,46.15937940761636
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,NEAR BAY,0,0,1,0,4.165876777251185,1.0900473933649288,1.6255924170616114,46.19679300291545
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,NEAR BAY,0,0,1,0,4.848189415041783,1.0459610027855153,2.011142061281337,27.008310249307478
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,NEAR BAY,0,0,1,0,4.160847880299252,1.0660847880299251,1.8952618453865338,25.69934210526316
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,NEAR BAY,0,0,1,0,5.628458498023716,1.1422924901185771,2.1739130434782608,92.57636363636364
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,NEAR BAY,0,0,1,0,3.7270058708414875,1.0743639921722115,1.7671232876712328,14.633997785160576
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,NEAR BAY,0,0,1,0,3.2530813475760065,0.9827444535743632,1.4371405094494658,17.28587764436821
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,NEAR BAY,0,0,1,0,4.578034682080925,1.0770712909441233,1.8092485549132948,33.529286474973375
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,NEAR BAY,0,0,1,0,3.822274881516588,1.014218009478673,1.599526066350711,51.44
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,NEAR BAY,0,0,1,0,4.3951890034364265,0.9862542955326461,1.8350515463917525,58.855805243445694
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,NEAR BAY,0,0,1,0,3.0234798314268514,1.053582179409994,1.5400361228175798,9.473807662236123
-122.25,37.83,39.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,NEAR BAY,0,0,1,0,4.040501446480231,1.0655737704918034,1.7222757955641272,17.299552071668533
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,NEAR BAY,0,0,1,0,6.742627345844504,1.0697050938337802,2.6005361930294906,60.40824742268041
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,NEAR BAY,0,0,1,0,6.546391752577319,0.9360824742268041,2.263917525773196,48.149362477231335
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,NEAR BAY,0,0,1,0,6.851063829787234,1.0797872340425532,2.1117021276595747,75.0125944584383
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,NEAR BAY,0,0,1,0,7.1063829787234045,1.148936170212766,2.0851063829787235,506.5612244897959
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,NEAR BAY,0,0,1,0,6.947890818858561,1.0198511166253101,2.632754342431762,59.78699340245052
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,NEAR BAY,0,0,1,0,6.358558558558559,1.0342342342342343,2.120720720720721,43.98725573491929
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,NEAR BAY,0,0,1,0,7.11716621253406,0.9945504087193461,2.455040871934605,80.30410654827969
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457000000000002,337300.0,NEAR BAY,0,0,1,0,5.5303347280334725,1.096234309623431,2.1244769874476988,26.868537666174305
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,NEAR BAY,0,0,1,0,6.127348643006263,0.9874739039665971,2.152400835073069,72.74490785645006
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,NEAR BAY,0,0,1,0,5.735343383584589,1.0,2.274706867671692,44.325478645066276
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,NEAR BAY,0,0,1,0,7.631498470948012,1.0305810397553516,2.470948012232416,46.74752475247525
-122.2,37.84,30.0,2211.0,346.0,1165.0,343.0,6.0666,311500.0,NEAR BAY,0,0,1,0,6.446064139941691,1.0087463556851313,3.3965014577259476,52.07381974248927
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,NEAR BAY,0,0,1,0,6.125,0.9879032258064516,2.2983870967741935,61.88421052631579
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,NEAR BAY,0,0,1,0,8.335051546391753,1.0824742268041236,2.747422680412371,217.66791744840523
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,NEAR BAY,0,0,1,0,6.467268623024831,1.0383747178329572,2.419864559819413,69.8526119402985
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,NEAR BAY,0,0,1,0,6.6122715404699735,1.0287206266318538,2.1240208877284594,42.39459127228027
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,NEAR BAY,0,0,1,0,6.978947368421053,0.968421052631579,2.4368421052631577,177.21166306695466
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,NEAR BAY,0,0,1,0,7.530805687203792,1.0568720379146919,2.5687203791469195,155.0
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,NEAR BAY,0,0,1,0,6.657992565055762,1.0074349442379182,2.45724907063197,103.68835098335855
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,NEAR BAY,0,0,1,0,6.977186311787072,1.0038022813688212,2.414448669201521,130.9763779527559
-122.2,37.82,39.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,NEAR BAY,0,0,1,0,6.982954545454546,1.0284090909090908,2.3863636363636362,167.08333333333334
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,NEAR BAY,0,0,1,0,7.54,1.068,2.53,50.04110671936758
-122.18,37.81,30.0,292.0,38.0,1165.0,52.0,6.3624,483300.0,NEAR BAY,0,0,1,0,5.615384615384615,0.7307692307692307,22.403846153846153,54.612875536480686
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,NEAR BAY,0,0,1,0,6.785714285714286,0.9514285714285714,2.322857142857143,86.77613776137761
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,NEAR BAY,0,0,1,0,6.957746478873239,1.0234741784037558,2.504694835680751,63.590440487347706
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,NEAR BAY,0,0,1,0,5.132246376811594,1.0960144927536233,2.282608695652174,22.95952380952381
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,NEAR BAY,0,0,1,0,4.628336755646817,1.0985626283367556,1.9527720739219712,32.39957939011567
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,NEAR BAY,0,0,1,0,6.200892857142857,0.9464285714285714,2.2767857142857144,102.74901960784314
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,NEAR BAY,0,0,1,0,6.39935064935065,1.0876623376623376,2.4837662337662336,85.25098039215686
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,NEAR BAY,0,0,1,0,4.745652173913044,1.0108695652173914,2.4543478260869565,28.903454384410985
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,NEAR BAY,0,0,1,0,5.183673469387755,1.0521541950113378,2.433106575963719,28.236719478098788
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,NEAR BAY,0,0,1,0,5.283495145631068,1.050485436893204,2.3009708737864076,38.335864978902954
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,NEAR BAY,0,0,1,0,5.952941176470588,0.9970588235294118,2.223529411764706,53.86243386243386
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,NEAR BAY,0,0,1,0,5.65067178502879,1.0287907869481765,1.9846449136276392,51.7495164410058
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,NEAR BAY,0,0,1,0,4.429193899782135,1.0588235294117647,1.7145969498910676,40.15628970775095
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,NEAR BAY,0,0,1,0,6.727699530516432,1.0751173708920188,2.8732394366197185,77.95424836601309
